order_id,stage,time_sec,wait_sec,svc_sec,idle_sec,time_diff
1,waiter,14.47,0.00,45.28,14.47,0.00
2,waiter,23.77,0.00,147.35,23.77,0.00
3,barista,59.75,0.00,1.99,59.75,0.00
4,barista,59.75,0.00,89.99,59.75,0.00
5,barista,59.75,0.00,11.32,59.75,0.00
6,barista,59.75,0.00,119.55,59.75,0.00
7,barista,107.23,0.00,93.00,45.49,0.00
8,waiter,151.34,0.00,10.10,91.60,0.00
9,barista,161.44,0.00,5.28,11.71,0.00
10,barista,161.44,0.00,46.58,90.37,0.00
11,barista,166.73,5.28,91.06,0.00,5.28
12,barista,179.29,17.85,31.55,0.00,17.85
13,barista,200.23,38.79,81.63,0.00,38.79
14,barista,208.02,46.58,18.29,0.00,46.58
15,waiter,208.53,38.33,72.05,47.08,38.33
16,barista,210.84,39.72,269.66,0.00,39.72
17,barista,226.31,55.19,50.10,0.00,55.19
18,waiter,240.00,60.93,32.68,68.88,60.93
19,waiter,240.00,31.47,10.27,240.00,31.47
20,barista,257.79,7.52,109.51,0.00,7.52
21,barista,276.41,26.14,9.17,0.00,26.14
22,barista,281.86,9.19,93.16,0.00,9.19
23,barista,285.58,12.91,21.04,0.00,12.91
24,barista,306.62,26.05,17.46,0.00,26.05
25,barista,324.09,36.12,14.44,0.00,36.12
26,barista,338.52,26.04,35.20,0.00,26.04
27,waiter,345.87,16.95,99.15,65.29,16.95
28,waiter,345.87,11.59,78.41,73.19,11.59
29,waiter,345.87,0.00,37.51,95.60,0.00
30,barista,367.30,16.23,5.51,0.00,16.23
31,waiter,380.76,0.00,52.74,380.76,0.00
32,barista,383.38,0.00,6.66,8.36,0.00
33,waiter,409.90,0.00,43.68,26.52,0.00
34,barista,424.28,0.00,33.55,34.23,0.00
35,barista,424.28,0.00,53.97,51.47,0.00
36,barista,433.50,0.00,85.30,59.78,0.00
37,barista,457.83,24.32,25.85,0.00,24.32
38,barista,478.25,36.71,143.96,0.00,36.71
39,barista,480.50,35.49,8.57,0.00,35.49
40,barista,483.68,38.66,17.85,0.00,38.66
41,barista,489.07,35.48,49.81,0.00,35.48
42,barista,501.53,47.94,232.50,0.00,47.94
43,waiter,533.56,0.00,192.38,88.55,0.00
44,waiter,535.45,0.00,39.02,111.17,0.00
45,barista,548.94,0.00,2.28,30.14,0.00
46,barista,574.46,0.00,41.49,23.24,0.00
47,barista,574.46,0.00,122.88,35.59,0.00
48,barista,620.33,0.00,239.11,4.38,0.00
49,waiter,628.70,0.00,55.99,54.24,0.00
50,waiter,638.98,0.00,34.66,185.40,0.00
51,barista,648.47,0.00,176.57,26.26,0.00
52,barista,697.35,23.70,40.98,0.00,23.70
53,barista,734.03,60.38,39.28,0.00,60.38
54,barista,738.32,53.63,31.37,0.00,53.63
55,waiter,752.28,52.49,218.45,26.33,52.49
56,barista,769.69,43.75,0.90,0.00,43.75
57,barista,770.59,41.14,32.53,0.00,41.14
58,waiter,773.31,21.04,52.44,88.62,21.04
59,barista,792.95,0.00,29.49,19.64,0.00
60,waiter,821.72,0.00,112.27,148.07,0.00
61,barista,825.75,0.00,120.16,3.31,0.00
62,barista,933.99,0.00,25.88,108.95,0.00
63,barista,970.73,0.00,81.74,24.81,0.00
64,waiter,1007.86,0.00,5.52,37.13,0.00
65,barista,1013.38,0.00,89.07,53.52,0.00
66,waiter,1151.77,0.00,28.19,138.38,0.00
67,barista,1179.95,0.00,13.78,127.48,0.00
68,barista,1260.28,0.00,16.96,66.55,0.00
69,waiter,1447.85,0.00,37.09,267.90,0.00
70,barista,1484.94,0.00,46.78,207.69,0.00
71,barista,1603.02,0.00,109.69,71.30,0.00
72,waiter,1640.99,0.00,296.85,156.05,0.00
73,barista,1691.97,0.00,111.00,589.52,0.00
74,waiter,1709.76,0.00,108.93,884.00,0.00
75,waiter,1740.48,0.00,131.15,806.49,0.00
76,barista,1745.68,0.00,30.85,32.97,0.00
77,barista,1807.71,0.00,246.58,31.18,0.00
78,waiter,1808.90,0.00,39.43,1375.40,0.00
79,barista,1818.69,0.00,132.73,15.73,0.00
80,waiter,1823.15,0.00,65.25,4.46,0.00
81,barista,1837.46,0.00,3.29,978.03,0.00
82,barista,1848.33,0.00,54.46,7.57,0.00
83,barista,1871.63,0.00,133.66,1068.51,0.00
84,barista,1902.80,14.40,129.88,0.00,14.40
85,barista,1951.42,13.58,86.97,0.00,13.58
86,waiter,2019.41,0.00,98.77,81.56,0.00
87,waiter,2042.14,0.00,52.71,153.74,0.00
88,waiter,2056.56,0.00,4.38,184.93,0.00
89,barista,2060.94,0.00,73.22,6.65,0.00
90,waiter,2076.36,0.00,48.47,15.42,0.00
91,waiter,2082.26,0.00,10.24,233.93,0.00
92,waiter,2091.56,0.00,57.36,2091.56,0.00
93,barista,2092.50,0.00,1.55,54.11,0.00
94,barista,2094.85,0.00,13.68,0.80,0.00
95,barista,2118.17,0.00,3.32,9.64,0.00
96,barista,2124.83,0.00,11.14,3.34,0.00
97,barista,2148.92,0.00,71.64,14.76,0.00
98,waiter,2209.90,0.00,53.49,91.73,0.00
99,barista,2263.39,0.00,36.01,42.84,0.00
100,waiter,2290.90,0.00,84.50,27.51,0.00
101,waiter,2311.09,0.00,25.62,216.24,0.00
102,waiter,2313.17,0.00,33.36,188.34,0.00
103,waiter,2313.38,0.00,72.89,220.88,0.00
104,barista,2336.71,0.00,59.25,37.30,0.00
105,barista,2346.54,0.00,43.47,210.56,0.00
106,waiter,2360.69,0.00,32.96,23.98,0.00
107,barista,2374.54,0.00,52.97,341.87,0.00
108,barista,2375.41,0.00,9.63,370.12,0.00
109,barista,2386.27,0.00,36.32,1.24,0.00
110,barista,2393.65,0.00,29.23,3.65,0.00
111,waiter,2397.19,0.00,140.59,21.79,0.00
112,waiter,2423.22,0.00,104.48,29.57,0.00
113,waiter,2512.28,0.00,14.07,165.74,0.00
114,barista,2526.34,0.00,41.42,130.39,0.00
115,barista,2527.70,0.00,100.24,104.82,0.00
116,barista,2537.79,0.00,44.86,110.27,0.00
117,waiter,2547.82,0.00,65.35,10.04,0.00
118,barista,2604.10,0.00,28.27,36.34,0.00
119,barista,2613.18,0.00,109.50,30.53,0.00
120,waiter,2614.05,0.00,90.96,0.88,0.00
121,waiter,2689.76,0.00,17.69,162.07,0.00
122,barista,2696.46,0.00,23.76,64.08,0.00
123,waiter,2697.01,0.00,63.60,170.67,0.00
124,barista,2705.01,0.00,77.17,77.07,0.00
125,barista,2707.46,0.00,138.71,284.87,0.00
126,waiter,2724.86,0.00,33.86,19.85,0.00
127,waiter,2738.68,0.00,35.57,31.22,0.00
128,barista,2758.72,0.00,9.63,38.51,0.00
129,barista,2760.61,0.00,109.69,37.94,0.00
130,barista,2774.25,0.00,38.42,5.90,0.00
131,barista,2782.18,7.65,10.07,0.00,7.65
132,barista,2856.56,0.00,6.99,43.88,0.00
133,waiter,2932.18,0.00,21.70,173.46,0.00
134,barista,2953.88,0.00,4.53,90.33,0.00
135,waiter,3062.70,0.00,47.41,108.82,0.00
136,waiter,3062.96,0.00,62.20,288.71,0.00
137,waiter,3068.84,0.00,15.05,308.23,0.00
138,barista,3083.88,0.00,59.84,125.48,0.00
139,waiter,3109.06,0.00,17.39,25.17,0.00
140,barista,3110.11,0.00,99.69,317.86,0.00
141,barista,3125.16,0.00,7.67,254.86,0.00
142,barista,3126.45,0.00,15.87,280.28,0.00
143,waiter,3182.67,0.00,83.52,72.57,0.00
144,waiter,3185.88,0.00,12.03,60.72,0.00
145,barista,3197.91,0.00,17.77,54.19,0.00
146,waiter,3261.91,0.00,43.29,64.00,0.00
147,barista,3266.19,0.00,1.41,50.51,0.00
148,waiter,3269.00,0.00,82.21,2.81,0.00
149,barista,3305.20,0.00,68.24,37.60,0.00
150,waiter,3318.76,0.00,48.86,13.56,0.00
151,waiter,3346.12,0.00,35.89,219.67,0.00
152,barista,3351.21,0.00,70.07,141.42,0.00
153,barista,3367.62,0.00,43.84,234.79,0.00
154,barista,3382.01,0.00,122.11,8.57,0.00
155,waiter,3386.71,0.00,23.68,35.49,0.00
156,waiter,3387.86,0.00,151.44,20.24,0.00
157,barista,3410.39,0.00,25.22,268.06,0.00
158,barista,3448.94,0.00,14.10,27.66,0.00
159,waiter,3506.76,0.00,48.25,96.38,0.00
160,waiter,3528.51,0.00,37.86,146.50,0.00
161,barista,3539.29,0.00,24.80,35.17,0.00
162,barista,3555.01,0.00,1.73,91.97,0.00
163,barista,3566.37,0.00,6.60,2.27,0.00
164,waiter,3579.30,0.00,40.61,24.29,0.00
165,waiter,3580.07,0.00,10.61,40.78,0.00
166,waiter,3585.78,0.00,198.56,19.41,0.00
167,barista,3590.68,0.00,41.72,17.71,0.00
168,barista,3619.90,0.00,14.62,63.17,0.00
169,waiter,3635.31,0.00,5.06,15.41,0.00
170,barista,3640.37,0.00,126.61,7.97,0.00
171,barista,3666.62,0.00,22.26,32.10,0.00
172,waiter,3769.12,0.00,12.45,128.74,0.00
173,barista,3781.57,0.00,121.07,14.59,0.00
174,barista,3784.34,0.00,69.49,95.45,0.00
175,barista,3869.02,0.00,79.58,15.19,0.00
176,waiter,3887.52,0.00,39.78,105.95,0.00
177,waiter,3895.84,0.00,25.97,305.17,0.00
178,barista,3921.81,0.00,74.75,19.18,0.00
179,barista,3927.30,0.00,8.78,515.84,0.00
180,barista,3932.39,0.00,31.92,496.79,0.00
181,waiter,4041.57,0.00,71.74,114.26,0.00
182,waiter,4045.88,0.00,76.64,124.06,0.00
183,barista,4062.26,0.00,56.96,65.69,0.00
184,barista,4113.31,0.00,36.11,164.71,0.00
185,barista,4122.52,0.00,269.11,3.31,0.00
186,waiter,4160.52,0.00,40.68,47.21,0.00
187,barista,4201.20,0.00,64.01,51.78,0.00
188,waiter,4262.59,0.00,9.82,61.38,0.00
189,barista,4272.41,0.00,161.24,7.20,0.00
190,waiter,4324.41,0.00,27.87,52.00,0.00
191,waiter,4328.45,0.00,96.51,205.93,0.00
192,barista,4352.28,0.00,59.12,416.19,0.00
193,waiter,4402.62,0.00,52.65,50.34,0.00
194,waiter,4404.69,0.00,59.00,620.35,0.00
195,waiter,4422.71,0.00,11.89,2036.44,0.00
196,barista,4424.97,0.00,67.84,33.33,0.00
197,waiter,4431.60,0.00,108.70,6.63,0.00
198,barista,4434.61,0.00,38.36,0.95,0.00
199,barista,4455.27,0.00,48.01,43.87,0.00
200,waiter,4461.71,0.00,1.04,6.44,0.00
201,barista,4462.75,0.00,63.95,498.44,0.00
202,barista,4472.96,9.27,58.66,0.00,9.27
203,waiter,4493.65,0.00,80.13,30.90,0.00
204,waiter,4493.75,0.00,55.74,30.06,0.00
205,waiter,4513.21,0.00,16.81,78.60,0.00
206,barista,4530.02,0.00,50.22,37.21,0.00
207,barista,4540.30,0.00,71.83,8.68,0.00
208,barista,4549.49,0.00,126.11,46.22,0.00
209,barista,4573.78,0.00,14.22,47.08,0.00
210,waiter,4685.02,0.00,103.78,111.24,0.00
211,barista,4746.59,0.00,33.17,166.35,0.00
212,barista,4788.80,0.00,176.91,9.04,0.00
213,barista,4874.25,0.00,73.36,262.12,0.00
214,barista,4908.57,0.00,47.87,232.96,0.00
215,barista,4937.75,0.00,22.16,349.75,0.00
216,waiter,4946.25,0.00,7.97,157.45,0.00
217,barista,4950.49,0.00,2.88,2.88,0.00
218,barista,4954.21,0.00,39.91,0.84,0.00
219,waiter,5019.27,0.00,8.91,65.05,0.00
220,barista,5028.18,0.00,116.34,62.48,0.00
221,barista,5147.69,0.00,29.70,3.17,0.00
222,waiter,5162.57,0.00,7.17,134.39,0.00
223,waiter,5166.20,0.00,31.14,625.90,0.00
224,barista,5169.74,0.00,3.71,175.62,0.00
225,barista,5197.34,0.00,0.29,19.95,0.00
226,waiter,5210.44,0.00,4.69,40.69,0.00
227,barista,5215.12,0.00,183.94,17.50,0.00
228,waiter,5225.30,0.00,30.94,10.18,0.00
229,waiter,5233.21,0.00,62.39,35.87,0.00
230,barista,5256.24,0.00,165.91,82.79,0.00
231,barista,5295.60,0.00,67.64,339.17,0.00
232,waiter,5312.29,0.00,28.05,56.05,0.00
233,barista,5340.33,0.00,152.05,380.42,0.00
234,waiter,5341.34,0.00,32.43,1.00,0.00
235,barista,5373.77,0.00,146.64,10.52,0.00
236,waiter,5418.66,0.00,77.75,44.89,0.00
237,waiter,5437.40,0.00,33.17,141.80,0.00
238,barista,5470.58,0.00,19.87,71.51,0.00
